dti,int_rate,annual_inc,loan_amnt,year,period_label
16.19,11.49,100000.0,6025.0,2016,monitoring (2015-18)
16.77,16.99,40008.0,15200.0,2017,monitoring (2015-18)
19.56,7.35,115000.0,40000.0,2018,monitoring (2015-18)
24.67,11.44,47000.0,2000.0,2016,monitoring (2015-18)
47.38,12.62,30000.0,20000.0,2018,monitoring (2015-18)
22.09,11.39,32000.0,4000.0,2017,monitoring (2015-18)
12.81,8.24,40000.0,4500.0,2017,monitoring (2015-18)
14.6,16.02,48000.0,14000.0,2017,monitoring (2015-18)
22.05,13.58,117000.0,14400.0,2018,monitoring (2015-18)
26.48,18.06,45000.0,19000.0,2018,monitoring (2015-18)
25.36,26.31,103000.0,15000.0,2018,monitoring (2015-18)
23.95,13.67,48000.0,16000.0,2016,monitoring (2015-18)
30.25,16.99,34000.0,11500.0,2016,monitoring (2015-18)
17.18,30.94,250000.0,6000.0,2017,monitoring (2015-18)
24.96,10.42,50000.0,8000.0,2017,monitoring (2015-18)
26.72,12.74,72000.0,15000.0,2017,monitoring (2015-18)
11.79,17.27,120000.0,30000.0,2016,monitoring (2015-18)
14.29,30.94,62000.0,26400.0,2017,monitoring (2015-18)
27.38,26.3,85000.0,25000.0,2017,monitoring (2015-18)
24.67,21.18,36480.0,10000.0,2016,monitoring (2015-18)
21.34,29.69,47800.0,23000.0,2018,monitoring (2015-18)
12.87,18.06,43000.0,1500.0,2017,monitoring (2015-18)
16.22,24.11,70000.0,32200.0,2016,monitoring (2015-18)
19.98,28.72,230000.0,18000.0,2018,monitoring (2015-18)
7.9,24.85,87000.0,20000.0,2017,monitoring (2015-18)
25.82,6.0,99000.0,35000.0,2016,monitoring (2015-18)
9.31,25.34,108000.0,35000.0,2018,monitoring (2015-18)
23.14,29.99,80000.0,35000.0,2017,monitoring (2015-18)
17.34,7.89,100000.0,3600.0,2016,monitoring (2015-18)
21.32,25.49,90000.0,12000.0,2017,monitoring (2015-18)
27.77,25.69,85000.0,35000.0,2016,monitoring (2015-18)
15.3,7.49,110000.0,4000.0,2016,monitoring (2015-18)
22.97,17.97,79000.0,28000.0,2018,monitoring (2015-18)
16.74,13.99,66472.0,16000.0,2017,monitoring (2015-18)
11.79,10.99,64350.0,10000.0,2016,monitoring (2015-18)
28.28,30.79,145000.0,31275.0,2018,monitoring (2015-18)
14.31,6.83,66000.0,32000.0,2018,monitoring (2015-18)
7.7,12.99,63000.0,15000.0,2016,monitoring (2015-18)
11.59,13.99,73000.0,20000.0,2016,monitoring (2015-18)
36.14,19.99,97000.0,18000.0,2015,monitoring (2015-18)
18.03,7.21,86000.0,10000.0,2017,monitoring (2015-18)
14.76,30.94,60000.0,28800.0,2017,monitoring (2015-18)
34.91,30.99,154992.0,30000.0,2016,monitoring (2015-18)
11.79,26.3,74000.0,40000.0,2017,monitoring (2015-18)
25.8,11.05,60000.0,20000.0,2018,monitoring (2015-18)
16.9,30.84,105000.0,30000.0,2017,monitoring (2015-18)
29.27,28.49,55000.0,17600.0,2015,monitoring (2015-18)
14.75,29.99,67000.0,28000.0,2016,monitoring (2015-18)
5.14,6.67,35000.0,4000.0,2018,monitoring (2015-18)
27.14,19.03,39000.0,20000.0,2017,monitoring (2015-18)
15.81,29.69,35000.0,3000.0,2017,monitoring (2015-18)
31.55,30.79,63235.0,20975.0,2016,monitoring (2015-18)
9.92,11.47,104000.0,24000.0,2016,monitoring (2015-18)
7.85,19.42,13000.0,1000.0,2018,monitoring (2015-18)
30.03,30.89,50000.0,19000.0,2016,monitoring (2015-18)
12.02,26.3,20000.0,3500.0,2018,monitoring (2015-18)
34.84,28.88,58240.0,10000.0,2016,monitoring (2015-18)
12.96,13.58,76000.0,6400.0,2018,monitoring (2015-18)
39.84,30.65,40000.0,20000.0,2018,monitoring (2015-18)
25.8,16.02,40000.0,20000.0,2018,monitoring (2015-18)
14.74,11.55,125000.0,15000.0,2018,monitoring (2015-18)
14.6,14.08,92000.0,11000.0,2017,monitoring (2015-18)
20.42,10.42,54000.0,18675.0,2017,monitoring (2015-18)
15.78,11.49,125000.0,25950.0,2017,monitoring (2015-18)
16.63,17.09,96000.0,30000.0,2017,monitoring (2015-18)
7.43,26.77,57000.0,23925.0,2015,monitoring (2015-18)
22.51,23.87,70000.0,30000.0,2018,monitoring (2015-18)
6.06,6.11,115000.0,12800.0,2018,monitoring (2015-18)
28.32,28.88,49200.0,21625.0,2016,monitoring (2015-18)
29.96,27.34,92000.0,30200.0,2016,monitoring (2015-18)
12.05,18.99,90000.0,30000.0,2015,monitoring (2015-18)
13.38,6.49,60000.0,18000.0,2016,monitoring (2015-18)
20.03,29.49,50000.0,1600.0,2017,monitoring (2015-18)
28.43,28.72,83000.0,32000.0,2017,monitoring (2015-18)
12.38,24.49,150000.0,35000.0,2016,monitoring (2015-18)
20.01,6.99,116000.0,18000.0,2015,monitoring (2015-18)
24.86,23.99,67000.0,29300.0,2017,monitoring (2015-18)
21.77,11.55,130000.0,20000.0,2018,monitoring (2015-18)
13.53,23.99,83600.0,3800.0,2016,monitoring (2015-18)
28.87,30.79,118000.0,25000.0,2017,monitoring (2015-18)
6.34,11.39,99000.0,11000.0,2016,monitoring (2015-18)
14.95,5.31,425000.0,40000.0,2018,monitoring (2015-18)
20.24,24.37,62400.0,4000.0,2018,monitoring (2015-18)
31.12,13.58,65300.0,28000.0,2018,monitoring (2015-18)
22.54,18.99,37000.0,3000.0,2016,monitoring (2015-18)
33.77,17.86,35000.0,1000.0,2015,monitoring (2015-18)
10.13,6.99,80000.0,25000.0,2016,monitoring (2015-18)
15.17,23.13,75000.0,28000.0,2016,monitoring (2015-18)
14.72,9.44,65000.0,26000.0,2017,monitoring (2015-18)
14.37,16.14,40000.0,3600.0,2018,monitoring (2015-18)
11.61,7.39,120000.0,7000.0,2016,monitoring (2015-18)
26.74,20.75,85000.0,31650.0,2016,monitoring (2015-18)
21.87,7.21,54610.0,4200.0,2018,monitoring (2015-18)
14.91,5.32,300000.0,20000.0,2017,monitoring (2015-18)
28.19,12.69,35000.0,15000.0,2015,monitoring (2015-18)
10.95,19.99,70000.0,14400.0,2016,monitoring (2015-18)
0.0,10.9,42000.0,11000.0,2018,monitoring (2015-18)
18.9,14.52,75000.0,11000.0,2018,monitoring (2015-18)
8.16,22.91,130000.0,27000.0,2017,monitoring (2015-18)
15.57,11.39,105000.0,20000.0,2017,monitoring (2015-18)
9.94,13.59,25000.0,10800.0,2017,monitoring (2015-18)
29.38,16.29,62000.0,10000.0,2016,monitoring (2015-18)
24.98,11.99,125000.0,14000.0,2016,monitoring (2015-18)
32.43,16.91,95000.0,25000.0,2018,monitoring (2015-18)
8.83,18.2,400000.0,35000.0,2015,monitoring (2015-18)
6.94,14.99,60000.0,12000.0,2017,monitoring (2015-18)
8.12,14.99,43451.0,7600.0,2017,monitoring (2015-18)
22.37,30.89,50000.0,12000.0,2017,monitoring (2015-18)
15.57,20.99,85000.0,25000.0,2015,monitoring (2015-18)
11.64,10.91,50000.0,8000.0,2017,monitoring (2015-18)
4.05,27.27,24000.0,20000.0,2018,monitoring (2015-18)
4.78,9.49,275000.0,16000.0,2016,monitoring (2015-18)
20.28,20.49,50000.0,25000.0,2015,monitoring (2015-18)
6.56,9.44,130000.0,6000.0,2017,monitoring (2015-18)
13.03,14.07,64784.0,13000.0,2018,monitoring (2015-18)
12.92,10.08,500000.0,25000.0,2018,monitoring (2015-18)
5.15,5.32,24000.0,12000.0,2016,monitoring (2015-18)
30.26,30.94,110000.0,10700.0,2017,monitoring (2015-18)
16.2,19.99,72000.0,25350.0,2016,monitoring (2015-18)
19.76,19.48,95000.0,10800.0,2016,monitoring (2015-18)
29.3,20.75,70000.0,4500.0,2016,monitoring (2015-18)
10.79,19.24,165000.0,13275.0,2015,monitoring (2015-18)
38.66,21.18,30915.0,7000.0,2016,monitoring (2015-18)
9.93,5.31,300000.0,32000.0,2018,monitoring (2015-18)
29.74,11.8,70000.0,12000.0,2018,monitoring (2015-18)
8.02,15.02,105000.0,35000.0,2018,monitoring (2015-18)
17.61,18.99,55000.0,10550.0,2016,monitoring (2015-18)
21.7,15.05,82000.0,12000.0,2017,monitoring (2015-18)
17.61,23.99,40000.0,18000.0,2016,monitoring (2015-18)
22.34,10.99,71620.66,10000.0,2015,monitoring (2015-18)
29.6,10.99,33000.0,7200.0,2016,monitoring (2015-18)
12.53,6.99,70000.0,9600.0,2016,monitoring (2015-18)
20.95,16.99,72000.0,20000.0,2017,monitoring (2015-18)
18.88,10.49,150000.0,35000.0,2017,monitoring (2015-18)
12.9,28.72,12000.0,4000.0,2018,monitoring (2015-18)
32.48,23.88,23576.0,8475.0,2017,monitoring (2015-18)
14.3,26.3,113000.0,12000.0,2018,monitoring (2015-18)
25.5,17.09,127025.0,10000.0,2018,monitoring (2015-18)
20.82,14.49,55000.0,27000.0,2016,monitoring (2015-18)
18.27,7.24,80000.0,7200.0,2016,monitoring (2015-18)
21.11,30.17,90000.0,20000.0,2018,monitoring (2015-18)
20.71,25.78,94000.0,10000.0,2015,monitoring (2015-18)
19.91,30.79,60000.0,24000.0,2017,monitoring (2015-18)
24.41,8.18,47743.0,20000.0,2015,monitoring (2015-18)
16.84,13.59,58000.0,5600.0,2017,monitoring (2015-18)
26.27,13.99,102000.0,15000.0,2016,monitoring (2015-18)
30.03,28.67,92000.0,35000.0,2016,monitoring (2015-18)
24.34,28.88,65000.0,19500.0,2016,monitoring (2015-18)
10.99,16.02,104851.0,32000.0,2017,monitoring (2015-18)
30.05,30.84,55500.0,12650.0,2017,monitoring (2015-18)
39.67,23.88,38000.0,30000.0,2017,monitoring (2015-18)
11.95,12.99,167000.0,12000.0,2016,monitoring (2015-18)
30.25,21.45,110000.0,40000.0,2017,monitoring (2015-18)
26.28,17.27,48000.0,10000.0,2016,monitoring (2015-18)
38.14,23.13,20800.0,10000.0,2016,monitoring (2015-18)
28.22,19.42,35000.0,10000.0,2018,monitoring (2015-18)
19.69,30.79,90000.0,25000.0,2018,monitoring (2015-18)
24.56,9.76,52000.0,15000.0,2015,monitoring (2015-18)
25.11,20.99,65000.0,11900.0,2015,monitoring (2015-18)
24.4,29.69,45000.0,17100.0,2017,monitoring (2015-18)
23.87,11.47,65000.0,20000.0,2016,monitoring (2015-18)
20.06,30.49,88000.0,18000.0,2016,monitoring (2015-18)
10.29,10.42,210000.0,21000.0,2017,monitoring (2015-18)
25.49,19.03,74000.0,20000.0,2017,monitoring (2015-18)
3.58,17.27,145000.0,35000.0,2016,monitoring (2015-18)
24.07,30.17,33000.0,11550.0,2018,monitoring (2015-18)
17.45,27.27,37000.0,30000.0,2018,monitoring (2015-18)
14.36,19.99,65000.0,23400.0,2017,monitoring (2015-18)
23.42,16.99,47037.34,23500.0,2016,monitoring (2015-18)
6.77,6.72,80000.0,8000.0,2017,monitoring (2015-18)
24.04,10.56,182000.0,40000.0,2018,monitoring (2015-18)
16.27,16.46,34000.0,6500.0,2018,monitoring (2015-18)
24.58,18.99,46000.0,17300.0,2016,monitoring (2015-18)
5.61,5.32,70000.0,10000.0,2016,monitoring (2015-18)
12.11,5.32,95000.0,7000.0,2015,monitoring (2015-18)
26.0,28.72,68000.0,15000.0,2018,monitoring (2015-18)
25.22,10.49,70000.0,25000.0,2015,monitoring (2015-18)
23.7,7.84,135000.0,25000.0,2018,monitoring (2015-18)
22.56,27.88,40000.0,16800.0,2015,monitoring (2015-18)
33.06,26.3,60000.0,35000.0,2017,monitoring (2015-18)
3.63,27.49,72000.0,7550.0,2016,monitoring (2015-18)
12.03,30.49,120000.0,35000.0,2016,monitoring (2015-18)
14.45,15.49,55000.0,7200.0,2018,monitoring (2015-18)
19.88,17.99,60000.0,25000.0,2016,monitoring (2015-18)
25.63,29.96,200000.0,32050.0,2016,monitoring (2015-18)
33.14,30.79,62000.0,25000.0,2018,monitoring (2015-18)
25.01,11.53,122000.0,23400.0,2015,monitoring (2015-18)
5.69,14.99,47000.0,19575.0,2017,monitoring (2015-18)
19.92,19.03,104000.0,30000.0,2018,monitoring (2015-18)
15.12,19.42,151000.0,35000.0,2018,monitoring (2015-18)
11.34,7.84,80000.0,10800.0,2018,monitoring (2015-18)
27.01,22.91,35500.0,10650.0,2017,monitoring (2015-18)
8.08,15.05,26000.0,2500.0,2017,monitoring (2015-18)
23.33,15.99,53500.0,9625.0,2017,monitoring (2015-18)
25.51,30.74,70000.0,12000.0,2017,monitoring (2015-18)
20.17,20.0,10000.0,2000.0,2017,monitoring (2015-18)
21.52,10.33,55758.0,25000.0,2018,monitoring (2015-18)
10.72,6.07,28000.0,20000.0,2018,monitoring (2015-18)
34.7,20.89,32000.0,10000.0,2018,monitoring (2015-18)
9.66,5.32,80000.0,13000.0,2017,monitoring (2015-18)
19.32,18.06,50000.0,10000.0,2017,monitoring (2015-18)
21.71,11.44,57500.0,11200.0,2016,monitoring (2015-18)
5.39,16.49,415000.0,30000.0,2015,monitoring (2015-18)
27.29,25.88,38000.0,13675.0,2016,monitoring (2015-18)
17.56,7.24,57000.0,2000.0,2016,monitoring (2015-18)
26.84,30.79,41000.0,25000.0,2018,monitoring (2015-18)
9.16,8.99,52000.0,6000.0,2016,monitoring (2015-18)
11.75,19.92,80000.0,20000.0,2018,monitoring (2015-18)
33.46,18.99,75000.0,16000.0,2017,monitoring (2015-18)
27.06,21.99,95000.0,26600.0,2015,monitoring (2015-18)
26.18,13.99,35253.0,14800.0,2016,monitoring (2015-18)
44.37,30.75,39000.0,15000.0,2018,monitoring (2015-18)
25.42,7.99,42000.0,4000.0,2016,monitoring (2015-18)
14.6,6.24,120000.0,24000.0,2015,monitoring (2015-18)
10.06,19.48,65000.0,2675.0,2016,monitoring (2015-18)
21.96,18.49,67000.0,30800.0,2015,monitoring (2015-18)
16.53,21.85,18000.0,6000.0,2018,monitoring (2015-18)
31.86,18.99,35800.0,10000.0,2016,monitoring (2015-18)
20.19,29.69,36379.0,10000.0,2018,monitoring (2015-18)
19.88,16.99,100000.0,27000.0,2017,monitoring (2015-18)
20.2,18.25,35000.0,8000.0,2016,monitoring (2015-18)
8.25,7.91,110000.0,13600.0,2016,monitoring (2015-18)
24.16,13.59,70000.0,2000.0,2018,monitoring (2015-18)
24.45,19.03,24000.0,9000.0,2018,monitoring (2015-18)
14.68,7.84,74775.0,23000.0,2018,monitoring (2015-18)
17.35,27.34,70000.0,7700.0,2016,monitoring (2015-18)
18.33,11.44,91200.0,23000.0,2017,monitoring (2015-18)
18.93,28.72,70000.0,25000.0,2018,monitoring (2015-18)
4.82,5.32,60000.0,5600.0,2017,monitoring (2015-18)
13.91,9.17,92000.0,6000.0,2015,monitoring (2015-18)
35.37,30.79,49000.0,25000.0,2018,monitoring (2015-18)
23.33,28.18,23000.0,6900.0,2016,monitoring (2015-18)
18.57,14.08,70000.0,21600.0,2017,monitoring (2015-18)
19.91,29.99,95000.0,30000.0,2017,monitoring (2015-18)
29.27,21.48,52500.0,14725.0,2016,monitoring (2015-18)
9.48,20.5,115000.0,24000.0,2016,monitoring (2015-18)
10.14,29.67,52800.0,13650.0,2016,monitoring (2015-18)
12.32,21.97,75000.0,18725.0,2016,monitoring (2015-18)
37.34,13.58,75000.0,13000.0,2018,monitoring (2015-18)
32.46,30.17,61000.0,21000.0,2018,monitoring (2015-18)
9.75,30.65,66000.0,12000.0,2018,monitoring (2015-18)
24.17,7.21,71000.0,16000.0,2017,monitoring (2015-18)
23.24,5.32,37440.0,2000.0,2017,monitoring (2015-18)
23.09,17.97,90000.0,29600.0,2016,monitoring (2015-18)
24.0,6.49,60000.0,11000.0,2016,monitoring (2015-18)
9.43,13.59,98000.0,16000.0,2017,monitoring (2015-18)
28.76,24.99,173455.0,35000.0,2016,monitoring (2015-18)
1.54,29.69,60600.0,10000.0,2018,monitoring (2015-18)
27.09,22.99,89000.0,24000.0,2015,monitoring (2015-18)
9.41,28.34,38136.0,19050.0,2016,monitoring (2015-18)
29.61,25.69,100000.0,12000.0,2016,monitoring (2015-18)
16.65,25.99,55000.0,27450.0,2015,monitoring (2015-18)
10.33,30.49,59000.0,16975.0,2016,monitoring (2015-18)
23.2,8.99,88000.0,12000.0,2016,monitoring (2015-18)
31.04,27.49,63411.0,25000.0,2016,monitoring (2015-18)
30.03,23.13,50000.0,15875.0,2016,monitoring (2015-18)
17.25,9.93,300000.0,40000.0,2017,monitoring (2015-18)
17.0,16.29,43000.0,15000.0,2016,monitoring (2015-18)
10.64,8.99,45000.0,5000.0,2016,monitoring (2015-18)
28.61,30.94,62000.0,14125.0,2016,monitoring (2015-18)
23.65,26.99,76500.0,28000.0,2016,monitoring (2015-18)
15.5,17.97,68000.0,5000.0,2018,monitoring (2015-18)
7.48,7.35,60000.0,9600.0,2017,monitoring (2015-18)
19.19,5.32,92000.0,28000.0,2017,monitoring (2015-18)
32.2,18.06,54000.0,11400.0,2017,monitoring (2015-18)
4.74,18.06,20000.0,3025.0,2018,monitoring (2015-18)
24.18,16.99,30000.0,7500.0,2016,monitoring (2015-18)
15.18,29.69,190000.0,28000.0,2017,monitoring (2015-18)
21.39,15.05,40000.0,15000.0,2017,monitoring (2015-18)
24.05,9.16,53000.0,20400.0,2016,monitoring (2015-18)
20.95,21.18,35000.0,9000.0,2016,monitoring (2015-18)
34.86,27.49,80000.0,35000.0,2016,monitoring (2015-18)
14.77,7.21,61000.0,2500.0,2017,monitoring (2015-18)
27.24,25.82,60000.0,10850.0,2017,monitoring (2015-18)
31.07,24.84,45000.0,10000.0,2018,monitoring (2015-18)
5.34,7.24,103000.0,10000.0,2016,monitoring (2015-18)
22.11,26.99,40000.0,16500.0,2016,monitoring (2015-18)
4.47,11.99,86000.0,13000.0,2017,monitoring (2015-18)
24.69,28.72,87966.0,25000.0,2018,monitoring (2015-18)
27.36,16.99,50000.0,10000.0,2017,monitoring (2015-18)
24.86,24.11,53000.0,21200.0,2016,monitoring (2015-18)
15.1,30.74,95000.0,28000.0,2017,monitoring (2015-18)
21.36,10.91,30000.0,3500.0,2017,monitoring (2015-18)
18.81,16.99,46200.0,16000.0,2017,monitoring (2015-18)
36.54,26.77,65000.0,11700.0,2018,monitoring (2015-18)
13.88,9.44,150000.0,24000.0,2017,monitoring (2015-18)
10.07,30.84,73580.0,30000.0,2017,monitoring (2015-18)
28.3,11.39,76000.0,18900.0,2017,monitoring (2015-18)
14.4,13.18,25000.0,9000.0,2015,monitoring (2015-18)
15.27,22.35,13200.0,2000.0,2016,monitoring (2015-18)
29.04,24.74,155000.0,4000.0,2017,monitoring (2015-18)
15.05,23.4,50000.0,6500.0,2018,monitoring (2015-18)
33.12,18.94,22752.0,4200.0,2018,monitoring (2015-18)
31.51,26.31,31000.0,1000.0,2018,monitoring (2015-18)
15.34,9.75,48000.0,12000.0,2016,monitoring (2015-18)
17.82,19.99,40000.0,12000.0,2016,monitoring (2015-18)
33.42,22.99,72000.0,25000.0,2015,monitoring (2015-18)
11.54,26.3,65000.0,10375.0,2017,monitoring (2015-18)
11.33,20.99,52000.0,21050.0,2015,monitoring (2015-18)
30.02,30.94,72000.0,5550.0,2017,monitoring (2015-18)
21.84,28.69,112000.0,12000.0,2016,monitoring (2015-18)
31.96,30.79,30000.0,18125.0,2018,monitoring (2015-18)
9.8,15.41,95000.0,13850.0,2015,monitoring (2015-18)
18.09,26.14,70000.0,19600.0,2016,monitoring (2015-18)
13.58,7.97,70000.0,5000.0,2017,monitoring (2015-18)
27.73,10.91,38778.83,6000.0,2017,monitoring (2015-18)
6.97,11.53,47000.0,5000.0,2015,monitoring (2015-18)
31.33,30.79,48000.0,27175.0,2018,monitoring (2015-18)
12.24,13.49,66161.0,15000.0,2016,monitoring (2015-18)
11.47,10.49,100000.0,8000.0,2016,monitoring (2015-18)
14.51,20.99,81471.0,12300.0,2015,monitoring (2015-18)
8.81,5.32,200000.0,12000.0,2017,monitoring (2015-18)
26.94,25.89,65000.0,24975.0,2015,monitoring (2015-18)
25.41,30.74,90000.0,35000.0,2016,monitoring (2015-18)
17.24,30.84,46000.0,15000.0,2016,monitoring (2015-18)
23.28,14.08,95000.0,12000.0,2018,monitoring (2015-18)
24.5,29.96,36000.0,12950.0,2016,monitoring (2015-18)
31.73,29.69,35100.0,10000.0,2018,monitoring (2015-18)
,30.75,10000.0,38575.0,2018,monitoring (2015-18)
16.71,11.99,81000.0,8000.0,2017,monitoring (2015-18)
19.07,20.89,54000.0,4000.0,2018,monitoring (2015-18)
17.09,18.99,28252.0,3850.0,2016,monitoring (2015-18)
7.5,15.05,40000.0,15000.0,2017,monitoring (2015-18)
39.26,16.91,42000.0,11000.0,2018,monitoring (2015-18)
24.0,11.05,36000.0,1000.0,2018,monitoring (2015-18)
24.43,7.21,61000.0,8000.0,2017,monitoring (2015-18)
21.13,22.99,92500.0,18000.0,2015,monitoring (2015-18)
27.22,26.99,89440.0,28000.0,2016,monitoring (2015-18)
16.14,25.69,78000.0,20000.0,2016,monitoring (2015-18)
12.48,20.0,82000.0,21000.0,2017,monitoring (2015-18)
20.73,7.89,68500.0,8000.0,2015,monitoring (2015-18)
15.45,6.97,85000.0,16000.0,2016,monitoring (2015-18)
20.05,6.99,45000.0,15000.0,2016,monitoring (2015-18)
4.34,28.72,48000.0,20000.0,2018,monitoring (2015-18)
22.82,15.99,29500.0,8400.0,2017,monitoring (2015-18)
11.29,26.06,78000.0,24950.0,2016,monitoring (2015-18)
17.79,8.18,40000.0,4000.0,2015,monitoring (2015-18)
30.56,23.99,43000.0,12875.0,2015,monitoring (2015-18)
11.06,23.32,65000.0,10000.0,2016,monitoring (2015-18)
14.02,19.92,65500.0,12000.0,2018,monitoring (2015-18)
17.83,12.12,55000.0,6250.0,2012,training (2012-14)
10.46,15.81,25000.0,8000.0,2012,training (2012-14)
16.51,26.06,82000.0,12000.0,2014,training (2012-14)
1.7,25.99,126360.0,10500.0,2013,training (2012-14)
16.29,21.48,57000.0,22800.0,2014,training (2012-14)
21.55,13.11,52000.0,12000.0,2012,training (2012-14)
18.05,23.28,36700.0,16000.0,2012,training (2012-14)
20.49,24.5,55000.0,18350.0,2014,training (2012-14)
20.09,19.05,35000.0,6000.0,2012,training (2012-14)
8.08,25.8,78000.0,26000.0,2014,training (2012-14)
4.61,15.31,280000.0,35000.0,2012,training (2012-14)
16.57,24.7,97064.0,26000.0,2012,training (2012-14)
17.15,7.62,31000.0,10000.0,2012,training (2012-14)
14.0,23.28,87091.0,35000.0,2012,training (2012-14)
10.7,6.62,100000.0,10000.0,2012,training (2012-14)
11.16,16.29,70000.0,14000.0,2014,training (2012-14)
18.77,12.12,68808.0,10000.0,2013,training (2012-14)
28.13,16.59,50000.0,16000.0,2014,training (2012-14)
32.83,23.1,45000.0,20050.0,2013,training (2012-14)
12.75,6.49,96000.0,8000.0,2014,training (2012-14)
10.89,12.12,38000.0,15000.0,2013,training (2012-14)
23.56,11.55,61000.0,2000.0,2013,training (2012-14)
29.48,15.61,50000.0,4000.0,2014,training (2012-14)
25.78,24.5,140000.0,35000.0,2013,training (2012-14)
19.7,8.9,24000.0,6000.0,2014,training (2012-14)
24.78,23.83,72000.0,32350.0,2013,training (2012-14)
7.17,7.49,85000.0,5000.0,2014,training (2012-14)
8.23,12.99,140000.0,9000.0,2013,training (2012-14)
13.67,20.2,43000.0,10000.0,2013,training (2012-14)
30.32,14.3,70000.0,19075.0,2013,training (2012-14)
10.64,15.1,54000.0,10000.0,2013,training (2012-14)
11.66,11.44,169000.0,30000.0,2014,training (2012-14)
24.02,24.2,67700.0,26400.0,2012,training (2012-14)
16.32,7.69,40000.0,9600.0,2014,training (2012-14)
11.43,9.49,81700.0,35000.0,2014,training (2012-14)
19.05,13.98,72000.0,23125.0,2014,training (2012-14)
28.8,24.08,68300.0,27000.0,2013,training (2012-14)
10.56,18.24,125000.0,7025.0,2014,training (2012-14)
28.29,24.99,52000.0,25925.0,2014,training (2012-14)
18.62,11.99,60500.0,21600.0,2013,training (2012-14)
12.85,12.85,46800.0,21000.0,2014,training (2012-14)
33.74,9.17,42000.0,11500.0,2014,training (2012-14)
11.03,14.33,52000.0,5000.0,2013,training (2012-14)
26.36,24.08,39000.0,12375.0,2013,training (2012-14)
15.45,12.12,47000.0,18800.0,2012,training (2012-14)
12.4,23.26,99000.0,22000.0,2012,training (2012-14)
26.57,17.77,90000.0,16800.0,2013,training (2012-14)
28.18,25.83,100000.0,35000.0,2013,training (2012-14)
4.2,8.9,75000.0,11200.0,2014,training (2012-14)
7.32,6.62,32000.0,9000.0,2014,training (2012-14)
7.99,24.33,35000.0,17500.0,2012,training (2012-14)
18.46,19.42,86000.0,21000.0,2012,training (2012-14)
12.73,25.8,92851.2,30000.0,2014,training (2012-14)
17.25,24.89,85000.0,26200.0,2012,training (2012-14)
17.29,24.99,37000.0,13150.0,2013,training (2012-14)
23.18,24.89,50000.0,11000.0,2012,training (2012-14)
17.79,15.61,80000.0,8000.0,2014,training (2012-14)
14.47,22.2,65500.0,10000.0,2013,training (2012-14)
21.74,21.48,160000.0,25000.0,2012,training (2012-14)
33.18,25.8,74000.0,30000.0,2013,training (2012-14)
11.31,12.49,83000.0,16000.0,2014,training (2012-14)
30.69,12.99,28000.0,9750.0,2013,training (2012-14)
5.66,7.9,60000.0,9000.0,2014,training (2012-14)
30.47,18.49,38400.0,12000.0,2012,training (2012-14)
25.09,13.35,55000.0,16000.0,2014,training (2012-14)
12.33,6.49,135000.0,27500.0,2014,training (2012-14)
7.12,7.12,64500.0,28000.0,2014,training (2012-14)
6.41,6.03,100000.0,20000.0,2013,training (2012-14)
13.88,12.99,90000.0,8000.0,2014,training (2012-14)
27.85,21.15,110000.0,20000.0,2013,training (2012-14)
33.77,15.31,50000.0,13900.0,2012,training (2012-14)
26.26,25.83,110000.0,27500.0,2013,training (2012-14)
23.04,23.28,96000.0,20000.0,2013,training (2012-14)
0.87,6.03,172000.0,9800.0,2013,training (2012-14)
12.9,20.49,85000.0,35000.0,2012,training (2012-14)
18.52,15.8,95000.0,7200.0,2012,training (2012-14)
15.95,7.62,145000.0,23000.0,2014,training (2012-14)
10.29,6.03,105000.0,4200.0,2012,training (2012-14)
32.5,25.89,74000.0,26000.0,2013,training (2012-14)
17.1,25.89,60000.0,4750.0,2013,training (2012-14)
9.19,24.89,65000.0,25975.0,2012,training (2012-14)
14.83,17.57,85868.0,35000.0,2014,training (2012-14)
12.11,14.09,21900.0,2000.0,2012,training (2012-14)
20.77,24.08,75000.0,3600.0,2014,training (2012-14)
20.27,14.65,134900.0,6000.0,2012,training (2012-14)
39.13,25.8,50000.0,15775.0,2014,training (2012-14)
10.56,7.9,30000.0,3500.0,2012,training (2012-14)
22.28,23.83,102746.0,35000.0,2012,training (2012-14)
11.46,21.0,20000.0,3300.0,2012,training (2012-14)
26.53,25.8,103000.0,25000.0,2014,training (2012-14)
12.58,12.49,60000.0,13000.0,2014,training (2012-14)
8.1,25.89,65000.0,14400.0,2013,training (2012-14)
16.14,24.5,64480.0,12375.0,2014,training (2012-14)
22.13,24.89,84000.0,33600.0,2012,training (2012-14)
25.09,25.83,85000.0,16150.0,2014,training (2012-14)
13.36,25.83,146000.0,20000.0,2014,training (2012-14)
21.98,23.4,77000.0,34475.0,2013,training (2012-14)
20.0,16.99,48000.0,19000.0,2014,training (2012-14)
23.07,16.29,95000.0,35000.0,2014,training (2012-14)
9.81,12.12,175000.0,14600.0,2013,training (2012-14)
22.0,10.16,40200.0,13000.0,2013,training (2012-14)
20.13,6.49,75000.0,26000.0,2014,training (2012-14)
10.46,22.2,230000.0,20000.0,2013,training (2012-14)
16.52,25.8,60000.0,15900.0,2014,training (2012-14)
25.01,24.83,45000.0,15000.0,2013,training (2012-14)
33.87,17.57,32000.0,10000.0,2014,training (2012-14)
